"Name","Graduation Rate"
"Description","New York City public high school students who graduated as of June after four years&nbsp;or six years of instruction. Six-year graduation rate data represent graduation rates for the cohort entering 6 years prior to the current school year (e.g. the 2019 six-year graduation rate reflect data for the 2013 cohort).&nbsp;"
"Source Notes","New York City Department of Education, Graduation Results (School Years 2004-05 to 2018-19); retrieved from&nbsp;<a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a><a href=""https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results"">https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results</a>&nbsp;<a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a>"
"Notes","Data represent outcomes by graduation year. In order to comply with FERPA regulations on public reporting of education outcomes, breakdowns where the number of students in the cohort is 5 or less are suppressed and maps and tables display ""no data"" or ""0"". CCC used school-level<br />
results to aggregate data to the community-district level."

Location,Total,TimeFrame,DataFormat,Data,Fips
"East Tremont, Morris Heights",Within 6 years,2013,Percent,0.69434,SD9
Battery Park/Tribeca,Within 4 years,2014,Percent,0.76828,101
Greenwich Village,Within 4 years,2014,Percent,0.50664,102
Lower East Side,Within 4 years,2014,Percent,0.6058,103
Chelsea/Clinton,Within 4 years,2014,Percent,0.71326,104
Midtown Business District,Within 4 years,2014,Percent,0.70642,105
Murray Hill/Stuyvesant,Within 4 years,2014,Percent,0.64942,106
Upper West Side,Within 4 years,2014,Percent,0.7241,107
Upper East Side,Within 4 years,2014,Percent,0.79472,108
Manhattanville,Within 4 years,2014,Percent,0.76102,109
Central Harlem,Within 4 years,2014,Percent,0.58333,110
East Harlem,Within 4 years,2014,Percent,0.73733,111
Washington Heights,Within 4 years,2014,Percent,0.599,112
Mott Haven,Within 4 years,2014,Percent,0.49066,201
Hunts Point,Within 4 years,2014,Percent,0.33844,202
Morrisania,Within 4 years,2014,Percent,0.59803,203
Concourse/Highbridge,Within 4 years,2014,Percent,0.56024,204
University Heights,Within 4 years,2014,Percent,0.81818,205
East Tremont,Within 4 years,2014,Percent,0.56713,206
Bedford Park,Within 4 years,2014,Percent,0.65829,207
Riverdale,Within 4 years,2014,Percent,0.6977,208
Unionport/Soundview,Within 4 years,2014,Percent,0.50694,209
Throgs Neck,Within 4 years,2014,Percent,0.56691,210
Pelham Parkway,Within 4 years,2014,Percent,0.69526,211
Williamsbridge,Within 4 years,2014,Percent,0.6568,212
Williamsburg/Greenpoint,Within 4 years,2014,Percent,0.63788,301
Fort Greene/Brooklyn Hts,Within 4 years,2014,Percent,0.82737,302
Bedford Stuyvesant,Within 4 years,2014,Percent,0.45145,303
Bushwick,Within 4 years,2014,Percent,0.50363,304
East New York,Within 4 years,2014,Percent,0.51798,305
Park Slope,Within 4 years,2014,Percent,0.62058,306
Sunset Park,Within 4 years,2014,Percent,0.76157,307
Crown Heights North,Within 4 years,2014,Percent,0.62319,308
Crown Heights South,Within 4 years,2014,Percent,0.69496,309
Bay Ridge,Within 4 years,2014,Percent,0.67543,310
Bensonhurst,Within 4 years,2014,Percent,0.69231,311
Borough Park,Within 4 years,2014,Percent,0.51563,312
Coney Island,Within 4 years,2014,Percent,0.66667,313
Flatbush/Midwood,Within 4 years,2014,Percent,0.79749,314
Sheepshead Bay,Within 4 years,2014,Percent,0.64856,315
Brownsville,Within 4 years,2014,Percent,0.36364,316
East Flatbush,Within 4 years,2014,Percent,0.59777,317
Canarsie,Within 4 years,2014,Percent,0.56988,318
Astoria,Within 4 years,2014,Percent,0.66623,401
Sunnyside/Woodside,Within 4 years,2014,Percent,0.80203,402
Jackson Heights,Within 4 years,2014,Percent,0.6931,403
Elmhurst/Corona,Within 4 years,2014,Percent,0.58774,404
Ridgewood/Glendale,Within 4 years,2014,Percent,0.51546,405
Rego Park/Forest Hills,Within 4 years,2014,Percent,0.82919,406
Flushing,Within 4 years,2014,Percent,0.51695,407
Fresh Meadows/Briarwood,Within 4 years,2014,Percent,0.73102,408
Woodhaven,Within 4 years,2014,Percent,0.61812,409
Howard Beach,Within 4 years,2014,Percent,0.57247,410
Bayside,Within 4 years,2014,Percent,0.82736,411
Jamaica/St. Albans,Within 4 years,2014,Percent,0.57985,412
Queens Village,Within 4 years,2014,Percent,0.59868,413
The Rockaways,Within 4 years,2014,Percent,0.69779,414
St. George,Within 4 years,2014,Percent,0.6869,501
South Beach,Within 4 years,2014,Percent,0.82395,502
Tottenville,Within 4 years,2014,Percent,0.8359,503
Bronx,Within 4 years,2014,Percent,0.54684,36005
Brooklyn,Within 4 years,2014,Percent,0.63806,36047
Manhattan,Within 4 years,2014,Percent,0.66622,36061
Queens,Within 4 years,2014,Percent,0.66526,36081
Staten Island,Within 4 years,2014,Percent,0.7633,36085
New York City,Within 4 years,2014,Percent,0.6415,3651000
Lower East Side,Within 4 years,2014,Percent,0.51087,SD1
"Riverdale, Kingsbridge, Fordham",Within 4 years,2014,Percent,0.60228,SD10
"Eastchester, Baychester, Co-op City",Within 4 years,2014,Percent,0.62363,SD11
"Crotona Park, Morrisania, Melrose",Within 4 years,2014,Percent,0.4916,SD12
"Brooklyn Hts, Downtown Brooklyn",Within 4 years,2014,Percent,0.77344,SD13
"Williamsburg, Greenpoint",Within 4 years,2014,Percent,0.62009,SD14
"S. Brooklyn, Park Slope, Sunset Park",Within 4 years,2014,Percent,0.57865,SD15
Bedford Stuyvesant,Within 4 years,2014,Percent,0.39658,SD16
Crown Heights,Within 4 years,2014,Percent,0.65151,SD17
"East Flatbush, Canarsie",Within 4 years,2014,Percent,0.53526,SD18
East New York,Within 4 years,2014,Percent,0.51777,SD19
"Stuyvesant Town, Upper E. Side",Within 4 years,2014,Percent,0.68286,SD2
"Bay Ridge, Bensonhurst",Within 4 years,2014,Percent,0.63093,SD20
"Gravesend, Coney Island",Within 4 years,2014,Percent,0.6938,SD21
"Flatbush, Midwood, Sheepshead Bay",Within 4 years,2014,Percent,0.72696,SD22
"Brownsville, Ocean Hill",Within 4 years,2014,Percent,0.36295,SD23
"Sunnyside, Woodside, Jackson Hts",Within 4 years,2014,Percent,0.60227,SD24
"Flushing, Whitestone",Within 4 years,2014,Percent,0.61364,SD25
"Bayside, Douglaston, Little Neck",Within 4 years,2014,Percent,0.76742,SD26
"Jamaica, Howard Beach, Rockaways",Within 4 years,2014,Percent,0.55524,SD27
"Jamaica, Forest Hills",Within 4 years,2014,Percent,0.75768,SD28
"Queens Village, Rosedale, Hollis",Within 4 years,2014,Percent,0.62406,SD29
Upper West Side,Within 4 years,2014,Percent,0.71262,SD3
"Long Island City, Astoria",Within 4 years,2014,Percent,0.66082,SD30
Staten Island,Within 4 years,2014,Percent,0.7633,SD31
Bushwick,Within 4 years,2014,Percent,0.47874,SD32
East Harlem,Within 4 years,2014,Percent,0.7593,SD4
Central Harlem,Within 4 years,2014,Percent,0.59174,SD5
Washington Heights,Within 4 years,2014,Percent,0.59579,SD6
Mott Haven,Within 4 years,2014,Percent,0.48345,SD7
"Hunts Point, Port Morris",Within 4 years,2014,Percent,0.44886,SD8
"East Tremont, Morris Heights",Within 4 years,2014,Percent,0.55639,SD9
Bronx,Within 6 years,2014,Percent,0.6456,36005
Brooklyn,Within 6 years,2014,Percent,0.73455,36047
Manhattan,Within 6 years,2014,Percent,0.74234,36061
Queens,Within 6 years,2014,Percent,0.74993,36081
Staten Island,Within 6 years,2014,Percent,0.79822,36085
New York City,Within 6 years,2014,Percent,0.72665,3651000
Lower East Side,Within 6 years,2014,Percent,0.67498,SD1
"Riverdale, Kingsbridge, Fordham",Within 6 years,2014,Percent,0.70059,SD10
"Eastchester, Baychester, Co-op City",Within 6 years,2014,Percent,0.66306,SD11
"Crotona Park, Morrisania, Melrose",Within 6 years,2014,Percent,0.55215,SD12
"Brooklyn Hts, Downtown Brooklyn",Within 6 years,2014,Percent,0.84645,SD13
"Williamsburg, Greenpoint",Within 6 years,2014,Percent,0.76525,SD14
"S. Brooklyn, Park Slope, Sunset Park",Within 6 years,2014,Percent,0.68306,SD15
Bedford Stuyvesant,Within 6 years,2014,Percent,0.51942,SD16
Crown Heights,Within 6 years,2014,Percent,0.72929,SD17
"East Flatbush, Canarsie",Within 6 years,2014,Percent,0.67866,SD18
East New York,Within 6 years,2014,Percent,0.66787,SD19
"Stuyvesant Town, Upper E. Side",Within 6 years,2014,Percent,0.75579,SD2
"Bay Ridge, Bensonhurst",Within 6 years,2014,Percent,0.74205,SD20
"Gravesend, Coney Island",Within 6 years,2014,Percent,0.76753,SD21
"Flatbush, Midwood, Sheepshead Bay",Within 6 years,2014,Percent,0.79127,SD22
"Brownsville, Ocean Hill",Within 6 years,2014,Percent,0.55022,SD23
"Sunnyside, Woodside, Jackson Hts",Within 6 years,2014,Percent,0.6981,SD24
"Flushing, Whitestone",Within 6 years,2014,Percent,0.71367,SD25
"Bayside, Douglaston, Little Neck",Within 6 years,2014,Percent,0.86697,SD26
"Jamaica, Howard Beach, Rockaways",Within 6 years,2014,Percent,0.67576,SD27
"Jamaica, Forest Hills",Within 6 years,2014,Percent,0.79378,SD28
"Queens Village, Rosedale, Hollis",Within 6 years,2014,Percent,0.69157,SD29
Upper West Side,Within 6 years,2014,Percent,0.73872,SD3
"Long Island City, Astoria",Within 6 years,2014,Percent,0.74338,SD30
Staten Island,Within 6 years,2014,Percent,0.79822,SD31
Bushwick,Within 6 years,2014,Percent,0.57858,SD32
East Harlem,Within 6 years,2014,Percent,0.77287,SD4
Central Harlem,Within 6 years,2014,Percent,0.69142,SD5
Washington Heights,Within 6 years,2014,Percent,0.72636,SD6
Mott Haven,Within 6 years,2014,Percent,0.63014,SD7
"Hunts Point, Port Morris",Within 6 years,2014,Percent,0.56963,SD8
"East Tremont, Morris Heights",Within 6 years,2014,Percent,0.67163,SD9
Battery Park/Tribeca,Within 4 years,2015,Percent,0.78193,101
Greenwich Village,Within 4 years,2015,Percent,0.58584,102
Lower East Side,Within 4 years,2015,Percent,0.66528,103
Chelsea/Clinton,Within 4 years,2015,Percent,0.72911,104
Midtown Business District,Within 4 years,2015,Percent,0.70789,105
Murray Hill/Stuyvesant,Within 4 years,2015,Percent,0.69655,106
Upper West Side,Within 4 years,2015,Percent,0.73224,107
Upper East Side,Within 4 years,2015,Percent,0.81132,108
Manhattanville,Within 4 years,2015,Percent,0.81667,109
Central Harlem,Within 4 years,2015,Percent,0.59942,110
East Harlem,Within 4 years,2015,Percent,0.76641,111
Washington Heights,Within 4 years,2015,Percent,0.59457,112
Mott Haven,Within 4 years,2015,Percent,0.52265,201
Hunts Point,Within 4 years,2015,Percent,0.37217,202
Morrisania,Within 4 years,2015,Percent,0.64255,203
Concourse/Highbridge,Within 4 years,2015,Percent,0.61591,204
University Heights,Within 4 years,2015,Percent,0.82927,205
East Tremont,Within 4 years,2015,Percent,0.5696,206
Bedford Park,Within 4 years,2015,Percent,0.67624,207
Riverdale,Within 4 years,2015,Percent,0.70781,208
Unionport/Soundview,Within 4 years,2015,Percent,0.55792,209
Throgs Neck,Within 4 years,2015,Percent,0.51641,210
Pelham Parkway,Within 4 years,2015,Percent,0.71593,211
Williamsbridge,Within 4 years,2015,Percent,0.65805,212
Williamsburg/Greenpoint,Within 4 years,2015,Percent,0.7107,301
Fort Greene/Brooklyn Hts,Within 4 years,2015,Percent,0.85059,302
Bedford Stuyvesant,Within 4 years,2015,Percent,0.48729,303
Bushwick,Within 4 years,2015,Percent,0.55956,304
East New York,Within 4 years,2015,Percent,0.56654,305
Park Slope,Within 4 years,2015,Percent,0.71791,306
Sunset Park,Within 4 years,2015,Percent,0.74468,307
Crown Heights North,Within 4 years,2015,Percent,0.55183,308
Crown Heights South,Within 4 years,2015,Percent,0.7004,309
Bay Ridge,Within 4 years,2015,Percent,0.74773,310
Bensonhurst,Within 4 years,2015,Percent,0.72459,311
Borough Park,Within 4 years,2015,Percent,0.5593,312
Coney Island,Within 4 years,2015,Percent,0.64607,313
Flatbush/Midwood,Within 4 years,2015,Percent,0.80901,314
Sheepshead Bay,Within 4 years,2015,Percent,0.70956,315
Brownsville,Within 4 years,2015,Percent,0.40924,316
East Flatbush,Within 4 years,2015,Percent,0.61538,317
Canarsie,Within 4 years,2015,Percent,0.63297,318
Astoria,Within 4 years,2015,Percent,0.72533,401
Sunnyside/Woodside,Within 4 years,2015,Percent,0.82183,402
Elmhurst/Corona,Within 4 years,2015,Percent,0.66055,404
Ridgewood/Glendale,Within 4 years,2015,Percent,0.73145,405
Rego Park/Forest Hills,Within 4 years,2015,Percent,0.86263,406
Flushing,Within 4 years,2015,Percent,0.53321,407
Fresh Meadows/Briarwood,Within 4 years,2015,Percent,0.76481,408
Woodhaven,Within 4 years,2015,Percent,0.6433,409
Howard Beach,Within 4 years,2015,Percent,0.64194,410
Bayside,Within 4 years,2015,Percent,0.85672,411
Jamaica/St. Albans,Within 4 years,2015,Percent,0.59857,412
Queens Village,Within 4 years,2015,Percent,0.65432,413
The Rockaways,Within 4 years,2015,Percent,0.64129,414
St. George,Within 4 years,2015,Percent,0.6498,501
South Beach,Within 4 years,2015,Percent,0.81108,502
Tottenville,Within 4 years,2015,Percent,0.86354,503
Bronx,Within 4 years,2015,Percent,0.58299,36005
Brooklyn,Within 4 years,2015,Percent,0.66988,36047
Manhattan,Within 4 years,2015,Percent,0.69232,36061
Queens,Within 4 years,2015,Percent,0.70516,36081
Staten Island,Within 4 years,2015,Percent,0.75697,36085
New York City,Within 4 years,2015,Percent,0.67236,3651000
Lower East Side,Within 4 years,2015,Percent,0.57535,SD1
"Riverdale, Kingsbridge, Fordham",Within 4 years,2015,Percent,0.6405,SD10
"Eastchester, Baychester, Co-op City",Within 4 years,2015,Percent,0.64746,SD11
"Crotona Park, Morrisania, Melrose",Within 4 years,2015,Percent,0.55778,SD12
"Brooklyn Hts, Downtown Brooklyn",Within 4 years,2015,Percent,0.77934,SD13
"Williamsburg, Greenpoint",Within 4 years,2015,Percent,0.6864,SD14
"S. Brooklyn, Park Slope, Sunset Park",Within 4 years,2015,Percent,0.63868,SD15
Bedford Stuyvesant,Within 4 years,2015,Percent,0.48785,SD16
Crown Heights,Within 4 years,2015,Percent,0.65617,SD17
"East Flatbush, Canarsie",Within 4 years,2015,Percent,0.5807,SD18
East New York,Within 4 years,2015,Percent,0.55069,SD19
"Stuyvesant Town, Upper E. Side",Within 4 years,2015,Percent,0.71122,SD2
"Bay Ridge, Bensonhurst",Within 4 years,2015,Percent,0.68387,SD20
"Gravesend, Coney Island",Within 4 years,2015,Percent,0.68889,SD21
"Flatbush, Midwood, Sheepshead Bay",Within 4 years,2015,Percent,0.77099,SD22
"Brownsville, Ocean Hill",Within 4 years,2015,Percent,0.40034,SD23
"Sunnyside, Woodside, Jackson Hts",Within 4 years,2015,Percent,0.68166,SD24
"Flushing, Whitestone",Within 4 years,2015,Percent,0.65491,SD25
"Bayside, Douglaston, Little Neck",Within 4 years,2015,Percent,0.80412,SD26
"Jamaica, Howard Beach, Rockaways",Within 4 years,2015,Percent,0.579,SD27
"Jamaica, Forest Hills",Within 4 years,2015,Percent,0.78108,SD28
"Queens Village, Rosedale, Hollis",Within 4 years,2015,Percent,0.63463,SD29
Upper West Side,Within 4 years,2015,Percent,0.72866,SD3
"Long Island City, Astoria",Within 4 years,2015,Percent,0.72022,SD30
Staten Island,Within 4 years,2015,Percent,0.75697,SD31
Bushwick,Within 4 years,2015,Percent,0.53523,SD32
East Harlem,Within 4 years,2015,Percent,0.77882,SD4
Central Harlem,Within 4 years,2015,Percent,0.61776,SD5
Washington Heights,Within 4 years,2015,Percent,0.59564,SD6
Mott Haven,Within 4 years,2015,Percent,0.51704,SD7
"Hunts Point, Port Morris",Within 4 years,2015,Percent,0.43229,SD8
"East Tremont, Morris Heights",Within 4 years,2015,Percent,0.61752,SD9
Bronx,Within 6 years,2015,Percent,0.67362,36005
Brooklyn,Within 6 years,2015,Percent,0.75565,36047
Manhattan,Within 6 years,2015,Percent,0.76177,36061
Queens,Within 6 years,2015,Percent,0.76589,36081
Staten Island,Within 6 years,2015,Percent,0.81354,36085
New York City,Within 6 years,2015,Percent,0.74731,3651000
Lower East Side,Within 6 years,2015,Percent,0.6853,SD1
"Riverdale, Kingsbridge, Fordham",Within 6 years,2015,Percent,0.72351,SD10
"Eastchester, Baychester, Co-op City",Within 6 years,2015,Percent,0.71986,SD11
"Crotona Park, Morrisania, Melrose",Within 6 years,2015,Percent,0.59438,SD12
"Brooklyn Hts, Downtown Brooklyn",Within 6 years,2015,Percent,0.85067,SD13
"Williamsburg, Greenpoint",Within 6 years,2015,Percent,0.72988,SD14
"S. Brooklyn, Park Slope, Sunset Park",Within 6 years,2015,Percent,0.75381,SD15
Bedford Stuyvesant,Within 6 years,2015,Percent,0.59198,SD16
Crown Heights,Within 6 years,2015,Percent,0.75647,SD17
"East Flatbush, Canarsie",Within 6 years,2015,Percent,0.68416,SD18
East New York,Within 6 years,2015,Percent,0.70691,SD19
"Stuyvesant Town, Upper E. Side",Within 6 years,2015,Percent,0.76811,SD2
"Bay Ridge, Bensonhurst",Within 6 years,2015,Percent,0.74442,SD20
"Gravesend, Coney Island",Within 6 years,2015,Percent,0.7905,SD21
"Flatbush, Midwood, Sheepshead Bay",Within 6 years,2015,Percent,0.81459,SD22
"Brownsville, Ocean Hill",Within 6 years,2015,Percent,0.55951,SD23
"Sunnyside, Woodside, Jackson Hts",Within 6 years,2015,Percent,0.67301,SD24
"Flushing, Whitestone",Within 6 years,2015,Percent,0.74931,SD25
"Bayside, Douglaston, Little Neck",Within 6 years,2015,Percent,0.86815,SD26
"Jamaica, Howard Beach, Rockaways",Within 6 years,2015,Percent,0.68183,SD27
"Jamaica, Forest Hills",Within 6 years,2015,Percent,0.83054,SD28
"Queens Village, Rosedale, Hollis",Within 6 years,2015,Percent,0.74427,SD29
Upper West Side,Within 6 years,2015,Percent,0.77204,SD3
"Long Island City, Astoria",Within 6 years,2015,Percent,0.78322,SD30
Staten Island,Within 6 years,2015,Percent,0.81354,SD31
Bushwick,Within 6 years,2015,Percent,0.65955,SD32
East Harlem,Within 6 years,2015,Percent,0.81485,SD4
Central Harlem,Within 6 years,2015,Percent,0.73143,SD5
Washington Heights,Within 6 years,2015,Percent,0.74787,SD6
Mott Haven,Within 6 years,2015,Percent,0.63811,SD7
"Hunts Point, Port Morris",Within 6 years,2015,Percent,0.59413,SD8
"East Tremont, Morris Heights",Within 6 years,2015,Percent,0.69513,SD9
Battery Park/Tribeca,Within 4 years,2016,Percent,0.82573,101
Greenwich Village,Within 4 years,2016,Percent,0.62867,102
Lower East Side,Within 4 years,2016,Percent,0.68913,103
Chelsea/Clinton,Within 4 years,2016,Percent,0.77752,104
Midtown Business District,Within 4 years,2016,Percent,0.71077,105
Murray Hill/Stuyvesant,Within 4 years,2016,Percent,0.71719,106
Upper West Side,Within 4 years,2016,Percent,0.74555,107
Upper East Side,Within 4 years,2016,Percent,0.78974,108
Manhattanville,Within 4 years,2016,Percent,0.77439,109
Central Harlem,Within 4 years,2016,Percent,0.67227,110
East Harlem,Within 4 years,2016,Percent,0.75492,111
Washington Heights,Within 4 years,2016,Percent,0.62564,112
Mott Haven,Within 4 years,2016,Percent,0.57018,201
Hunts Point,Within 4 years,2016,Percent,0.33776,202
Morrisania,Within 4 years,2016,Percent,0.66893,203
Concourse/Highbridge,Within 4 years,2016,Percent,0.67177,204
University Heights,Within 4 years,2016,Percent,0.84106,205
East Tremont,Within 4 years,2016,Percent,0.66725,206
Bedford Park,Within 4 years,2016,Percent,0.70933,207
Riverdale,Within 4 years,2016,Percent,0.74441,208
Unionport/Soundview,Within 4 years,2016,Percent,0.54934,209
Throgs Neck,Within 4 years,2016,Percent,0.61896,210
Pelham Parkway,Within 4 years,2016,Percent,0.72955,211
Williamsbridge,Within 4 years,2016,Percent,0.66775,212
Williamsburg/Greenpoint,Within 4 years,2016,Percent,0.74246,301
Fort Greene/Brooklyn Hts,Within 4 years,2016,Percent,0.8684,302
Bedford Stuyvesant,Within 4 years,2016,Percent,0.48157,303
Bushwick,Within 4 years,2016,Percent,0.65064,304
East New York,Within 4 years,2016,Percent,0.63614,305
Park Slope,Within 4 years,2016,Percent,0.7433,306
Sunset Park,Within 4 years,2016,Percent,0.7413,307
Crown Heights North,Within 4 years,2016,Percent,0.65495,308
Crown Heights South,Within 4 years,2016,Percent,0.73672,309
Bay Ridge,Within 4 years,2016,Percent,0.74945,310
Bensonhurst,Within 4 years,2016,Percent,0.71091,311
Borough Park,Within 4 years,2016,Percent,0.56284,312
Coney Island,Within 4 years,2016,Percent,0.65558,313
Flatbush/Midwood,Within 4 years,2016,Percent,0.80946,314
Sheepshead Bay,Within 4 years,2016,Percent,0.74476,315
Brownsville,Within 4 years,2016,Percent,0.39307,316
East Flatbush,Within 4 years,2016,Percent,0.62356,317
Canarsie,Within 4 years,2016,Percent,0.61433,318
Astoria,Within 4 years,2016,Percent,0.74209,401
Sunnyside/Woodside,Within 4 years,2016,Percent,0.84859,402
Elmhurst/Corona,Within 4 years,2016,Percent,0.70311,404
Ridgewood/Glendale,Within 4 years,2016,Percent,0.7424,405
Rego Park/Forest Hills,Within 4 years,2016,Percent,0.86138,406
Flushing,Within 4 years,2016,Percent,0.54398,407
Fresh Meadows/Briarwood,Within 4 years,2016,Percent,0.77643,408
Woodhaven,Within 4 years,2016,Percent,0.69462,409
Howard Beach,Within 4 years,2016,Percent,0.65525,410
Bayside,Within 4 years,2016,Percent,0.86866,411
Jamaica/St. Albans,Within 4 years,2016,Percent,0.63831,412
Queens Village,Within 4 years,2016,Percent,0.73431,413
The Rockaways,Within 4 years,2016,Percent,0.73662,414
St. George,Within 4 years,2016,Percent,0.63025,501
South Beach,Within 4 years,2016,Percent,0.85459,502
Tottenville,Within 4 years,2016,Percent,0.85832,503
Bronx,Within 4 years,2016,Percent,0.6201,36005
Brooklyn,Within 4 years,2016,Percent,0.69183,36047
Manhattan,Within 4 years,2016,Percent,0.71912,36061
Queens,Within 4 years,2016,Percent,0.73203,36081
Staten Island,Within 4 years,2016,Percent,0.77619,36085
New York City,Within 4 years,2016,Percent,0.69986,3651000
Lower East Side,Within 4 years,2016,Percent,0.5884,SD1
"Riverdale, Kingsbridge, Fordham",Within 4 years,2016,Percent,0.69326,SD10
"Eastchester, Baychester, Co-op City",Within 4 years,2016,Percent,0.662,SD11
"Crotona Park, Morrisania, Melrose",Within 4 years,2016,Percent,0.53878,SD12
"Brooklyn Hts, Downtown Brooklyn",Within 4 years,2016,Percent,0.82115,SD13
"Williamsburg, Greenpoint",Within 4 years,2016,Percent,0.71944,SD14
"S. Brooklyn, Park Slope, Sunset Park",Within 4 years,2016,Percent,0.65244,SD15
Bedford Stuyvesant,Within 4 years,2016,Percent,0.464,SD16
Crown Heights,Within 4 years,2016,Percent,0.67739,SD17
"East Flatbush, Canarsie",Within 4 years,2016,Percent,0.56623,SD18
East New York,Within 4 years,2016,Percent,0.63094,SD19
"Stuyvesant Town, Upper E. Side",Within 4 years,2016,Percent,0.74098,SD2
"Bay Ridge, Bensonhurst",Within 4 years,2016,Percent,0.68224,SD20
"Gravesend, Coney Island",Within 4 years,2016,Percent,0.69304,SD21
"Flatbush, Midwood, Sheepshead Bay",Within 4 years,2016,Percent,0.78925,SD22
"Brownsville, Ocean Hill",Within 4 years,2016,Percent,0.39516,SD23
"Sunnyside, Woodside, Jackson Hts",Within 4 years,2016,Percent,0.70923,SD24
"Flushing, Whitestone",Within 4 years,2016,Percent,0.67015,SD25
"Bayside, Douglaston, Little Neck",Within 4 years,2016,Percent,0.83204,SD26
"Jamaica, Howard Beach, Rockaways",Within 4 years,2016,Percent,0.63094,SD27
"Jamaica, Forest Hills",Within 4 years,2016,Percent,0.78947,SD28
"Queens Village, Rosedale, Hollis",Within 4 years,2016,Percent,0.68169,SD29
Upper West Side,Within 4 years,2016,Percent,0.75798,SD3
"Long Island City, Astoria",Within 4 years,2016,Percent,0.73142,SD30
Staten Island,Within 4 years,2016,Percent,0.77619,SD31
Bushwick,Within 4 years,2016,Percent,0.62595,SD32
East Harlem,Within 4 years,2016,Percent,0.79095,SD4
Central Harlem,Within 4 years,2016,Percent,0.63765,SD5
Washington Heights,Within 4 years,2016,Percent,0.6224,SD6
Mott Haven,Within 4 years,2016,Percent,0.56723,SD7
"Hunts Point, Port Morris",Within 4 years,2016,Percent,0.50157,SD8
"East Tremont, Morris Heights",Within 4 years,2016,Percent,0.64635,SD9
Bronx,Within 6 years,2016,Percent,0.68508,36005
Brooklyn,Within 6 years,2016,Percent,0.77672,36047
Manhattan,Within 6 years,2016,Percent,0.78179,36061
Queens,Within 6 years,2016,Percent,0.78269,36081
Staten Island,Within 6 years,2016,Percent,0.83726,36085
New York City,Within 6 years,2016,Percent,0.76585,3651000
Lower East Side,Within 6 years,2016,Percent,0.62228,SD1
"Riverdale, Kingsbridge, Fordham",Within 6 years,2016,Percent,0.71717,SD10
"Eastchester, Baychester, Co-op City",Within 6 years,2016,Percent,0.71543,SD11
"Crotona Park, Morrisania, Melrose",Within 6 years,2016,Percent,0.64885,SD12
"Brooklyn Hts, Downtown Brooklyn",Within 6 years,2016,Percent,0.88816,SD13
"Williamsburg, Greenpoint",Within 6 years,2016,Percent,0.76162,SD14
"S. Brooklyn, Park Slope, Sunset Park",Within 6 years,2016,Percent,0.72325,SD15
Bedford Stuyvesant,Within 6 years,2016,Percent,0.56875,SD16
Crown Heights,Within 6 years,2016,Percent,0.78324,SD17
"East Flatbush, Canarsie",Within 6 years,2016,Percent,0.72951,SD18
East New York,Within 6 years,2016,Percent,0.70567,SD19
"Stuyvesant Town, Upper E. Side",Within 6 years,2016,Percent,0.79413,SD2
"Bay Ridge, Bensonhurst",Within 6 years,2016,Percent,0.76887,SD20
"Gravesend, Coney Island",Within 6 years,2016,Percent,0.81531,SD21
"Flatbush, Midwood, Sheepshead Bay",Within 6 years,2016,Percent,0.83416,SD22
"Brownsville, Ocean Hill",Within 6 years,2016,Percent,0.58854,SD23
"Sunnyside, Woodside, Jackson Hts",Within 6 years,2016,Percent,0.70415,SD24
"Flushing, Whitestone",Within 6 years,2016,Percent,0.75767,SD25
"Bayside, Douglaston, Little Neck",Within 6 years,2016,Percent,0.87389,SD26
"Jamaica, Howard Beach, Rockaways",Within 6 years,2016,Percent,0.70223,SD27
"Jamaica, Forest Hills",Within 6 years,2016,Percent,0.84954,SD28
"Queens Village, Rosedale, Hollis",Within 6 years,2016,Percent,0.77273,SD29
Upper West Side,Within 6 years,2016,Percent,0.808,SD3
"Long Island City, Astoria",Within 6 years,2016,Percent,0.78309,SD30
Staten Island,Within 6 years,2016,Percent,0.83726,SD31
Bushwick,Within 6 years,2016,Percent,0.64987,SD32
East Harlem,Within 6 years,2016,Percent,0.85603,SD4
Central Harlem,Within 6 years,2016,Percent,0.74322,SD5
Washington Heights,Within 6 years,2016,Percent,0.76713,SD6
Mott Haven,Within 6 years,2016,Percent,0.65527,SD7
"Hunts Point, Port Morris",Within 6 years,2016,Percent,0.61901,SD8
"East Tremont, Morris Heights",Within 6 years,2016,Percent,0.71304,SD9
Bronx,Within 4 years,2017,Percent,0.62913,36005
Brooklyn,Within 4 years,2017,Percent,0.70681,36047
Manhattan,Within 4 years,2017,Percent,0.71963,36061
Queens,Within 4 years,2017,Percent,0.74847,36081
Staten Island,Within 4 years,2017,Percent,0.78752,36085
New York City,Within 4 years,2017,Percent,0.71108,3651000
Lower East Side,Within 4 years,2017,Percent,0.58773,SD1
"Riverdale, Kingsbridge, Fordham",Within 4 years,2017,Percent,0.70581,SD10
"Eastchester, Baychester, Co-op City",Within 4 years,2017,Percent,0.67537,SD11
"Crotona Park, Morrisania, Melrose",Within 4 years,2017,Percent,0.5399,SD12
