"Name","Children Under 6 Years with Elevated Blood Lead Levels (BLL)"
"Description","<g class=""gr_ gr_4 gr-alert gr_gramm gr_inline_cards gr_run_anim Grammar only-ins doubleReplace replaceWithoutSep"" id=""4"" data-gr-id=""4""><g class=""gr_ gr_4 gr-alert gr_gramm gr_inline_cards gr_run_anim Grammar only-ins doubleReplace replaceWithoutSep"" id=""4"" data-gr-id=""4"">Number</g></g>&nbsp;of children less than 6 years old tested in a given year with blood lead levels of 5 mcg/dL or 10 mcg/dL or greater.&nbsp;"
"Source Notes","New York City Department of Health and Mental Hygiene NYC Tracking Program: Environment and Health Data Portal. [Childhood Lead Exposure; 2005-2018]; retrieved from&nbsp;<a href=""http://a816-dohbesp.nyc.gov/IndicatorPublic/"" target=""_blank"">&nbsp;http://a816-dohbesp.nyc.gov/IndicatorPublic/</a>"
"Notes","Rates are calculated by using the number of children less than 6 years old tested in a given year with blood lead levels of 5 mcg/dL or 10 mcg/dL or greater, divided by the number of children less than 6 years old who were tested for lead poisoning in a given year; expressed as cases per 1,000 tested.<br />
Children can receive more than one test during the calendar year, but are only counted once using the highest confirmed blood lead level during the calendar year.&nbsp;"

Location,Blood Lead Level,TimeFrame,DataFormat,Data,Fips
Pelham - Throgs Neck,10 mcg/dL or greater,2008,Number,45,uhf104
Crotona - Tremont,10 mcg/dL or greater,2008,Number,56,uhf105
Crotona - Tremont,5 mcg/dL or greater,2007,Number,1093,uhf105
Crotona - Tremont,10 mcg/dL or greater,2007,Number,99,uhf105
Crotona - Tremont,5 mcg/dL or greater,2006,Number,1337,uhf105
Crotona - Tremont,10 mcg/dL or greater,2006,Number,103,uhf105
Crotona - Tremont,5 mcg/dL or greater,2005,Number,1534,uhf105
Crotona - Tremont,10 mcg/dL or greater,2005,Number,136,uhf105
Crotona - Tremont,10 mcg/dL or greater,2012,Number,29,uhf105
Crotona - Tremont,5 mcg/dL or greater,2011,Number,338,uhf105
Crotona - Tremont,10 mcg/dL or greater,2011,Number,25,uhf105
Crotona - Tremont,5 mcg/dL or greater,2010,Number,435,uhf105
Crotona - Tremont,10 mcg/dL or greater,2010,Number,40,uhf105
Crotona - Tremont,5 mcg/dL or greater,2009,Number,486,uhf105
Crotona - Tremont,10 mcg/dL or greater,2009,Number,55,uhf105
Crotona - Tremont,5 mcg/dL or greater,2008,Number,746,uhf105
Crotona - Tremont,5 mcg/dL or greater,2012,Number,260,uhf105
Crotona - Tremont,5 mcg/dL or greater,2013,Number,212,uhf105
Crotona - Tremont,10 mcg/dL or greater,2013,Number,30,uhf105
Crotona - Tremont,5 mcg/dL or greater,2015,Number,163,uhf105
Crotona - Tremont,10 mcg/dL or greater,2015,Number,24,uhf105
Crotona - Tremont,5 mcg/dL or greater,2014,Number,191,uhf105
Crotona - Tremont,10 mcg/dL or greater,2014,Number,28,uhf105
Crotona - Tremont,10 mcg/dL or greater,2016,Number,34,uhf105
Crotona - Tremont,10 mcg/dL or greater,2017,Number,32,uhf105
Crotona - Tremont,5 mcg/dL or greater,2016,Number,137,uhf105
Crotona - Tremont,5 mcg/dL or greater,2017,Number,146,uhf105
Crotona - Tremont,5 mcg/dL or greater,2017,Rate,14.5,uhf105
Crotona - Tremont,10 mcg/dL or greater,2016,Rate,3.3,uhf105
Crotona - Tremont,5 mcg/dL or greater,2016,Rate,13.4,uhf105
Crotona - Tremont,10 mcg/dL or greater,2017,Rate,3.2,uhf105
Crotona - Tremont,10 mcg/dL or greater,2014,Rate,2.6,uhf105
Crotona - Tremont,5 mcg/dL or greater,2014,Rate,17.5,uhf105
Crotona - Tremont,10 mcg/dL or greater,2015,Rate,2.2,uhf105
Crotona - Tremont,5 mcg/dL or greater,2015,Rate,15.1,uhf105
Crotona - Tremont,5 mcg/dL or greater,2011,Rate,28.4,uhf105
Crotona - Tremont,5 mcg/dL or greater,2010,Rate,36.5,uhf105
Crotona - Tremont,10 mcg/dL or greater,2011,Rate,2.1,uhf105
Crotona - Tremont,10 mcg/dL or greater,2012,Rate,2.5,uhf105
Crotona - Tremont,5 mcg/dL or greater,2012,Rate,22.8,uhf105
Crotona - Tremont,10 mcg/dL or greater,2013,Rate,2.7,uhf105
Crotona - Tremont,5 mcg/dL or greater,2013,Rate,19,uhf105
Crotona - Tremont,10 mcg/dL or greater,2008,Rate,4.6,uhf105
Crotona - Tremont,10 mcg/dL or greater,2007,Rate,8.2,uhf105
Crotona - Tremont,5 mcg/dL or greater,2007,Rate,90.5,uhf105
Crotona - Tremont,5 mcg/dL or greater,2008,Rate,61.4,uhf105
Crotona - Tremont,10 mcg/dL or greater,2009,Rate,4.6,uhf105
Crotona - Tremont,5 mcg/dL or greater,2009,Rate,40.3,uhf105
Crotona - Tremont,10 mcg/dL or greater,2010,Rate,3.4,uhf105
Crotona - Tremont,10 mcg/dL or greater,2005,Rate,12,uhf105
Crotona - Tremont,5 mcg/dL or greater,2005,Rate,135.5,uhf105
Crotona - Tremont,10 mcg/dL or greater,2006,Rate,8.6,uhf105
Crotona - Tremont,5 mcg/dL or greater,2006,Rate,111.9,uhf105
High Bridge - Morrisania,5 mcg/dL or greater,2006,Rate,119,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2006,Rate,7.4,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2005,Rate,138.6,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2005,Rate,10.1,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2010,Rate,4.4,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2009,Rate,40.6,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2009,Rate,4.2,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2008,Rate,64.8,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2007,Rate,95.3,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2007,Rate,6.6,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2008,Rate,4,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2013,Rate,23.8,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2013,Rate,2.6,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2012,Rate,22.8,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2012,Rate,2.8,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2011,Rate,2.6,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2010,Rate,42,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2011,Rate,30.4,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2015,Rate,15.5,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2015,Rate,2,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2014,Rate,19.3,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2014,Rate,2.9,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2017,Rate,2.4,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2016,Rate,15.1,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2016,Rate,1.4,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2017,Rate,11.3,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2017,Number,116,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2016,Number,158,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2017,Number,25,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2016,Number,15,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2014,Number,33,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2014,Number,222,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2015,Number,22,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2015,Number,169,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2013,Number,31,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2013,Number,281,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2012,Number,273,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2008,Number,809,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2009,Number,52,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2009,Number,502,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2010,Number,54,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2010,Number,516,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2011,Number,32,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2011,Number,380,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2012,Number,34,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2005,Number,112,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2005,Number,1544,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2006,Number,89,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2006,Number,1441,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2007,Number,82,uhf106
High Bridge - Morrisania,5 mcg/dL or greater,2007,Number,1179,uhf106
High Bridge - Morrisania,10 mcg/dL or greater,2008,Number,50,uhf106
Hunts Point - Mott Haven,5 mcg/dL or greater,2007,Number,699,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2006,Number,828,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2005,Number,1085,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2011,Number,227,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2010,Number,294,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2009,Number,279,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2008,Number,484,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2012,Number,148,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2013,Number,155,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2015,Number,83,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2015,Number,13,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2014,Number,141,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2016,Number,17,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2017,Number,16,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2016,Number,81,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2017,Number,83,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2017,Rate,13.2,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2016,Rate,2.5,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2016,Rate,12.1,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2017,Rate,2.5,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2014,Rate,1.5,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2014,Rate,19,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2015,Rate,1.8,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2015,Rate,11.7,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2011,Rate,26.6,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2010,Rate,35,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2011,Rate,2.9,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2012,Rate,2.1,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2012,Rate,18,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2013,Rate,2.5,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2013,Rate,20.1,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2008,Rate,3.6,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2007,Rate,4.1,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2007,Rate,86.4,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2008,Rate,58.5,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2009,Rate,3.5,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2009,Rate,33.9,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2010,Rate,3.6,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2005,Rate,7.5,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2005,Rate,144.5,uhf107
Hunts Point - Mott Haven,10 mcg/dL or greater,2006,Rate,5.5,uhf107
Hunts Point - Mott Haven,5 mcg/dL or greater,2006,Rate,105,uhf107
Greenpoint,5 mcg/dL or greater,2006,Rate,169.3,uhf201
Greenpoint,10 mcg/dL or greater,2006,Rate,16.8,uhf201
Greenpoint,5 mcg/dL or greater,2005,Rate,171.1,uhf201
Greenpoint,10 mcg/dL or greater,2005,Rate,14,uhf201
Greenpoint,10 mcg/dL or greater,2010,Rate,11.5,uhf201
Greenpoint,5 mcg/dL or greater,2009,Rate,121.1,uhf201
Greenpoint,10 mcg/dL or greater,2009,Rate,14.6,uhf201
Greenpoint,5 mcg/dL or greater,2008,Rate,138.2,uhf201
Greenpoint,5 mcg/dL or greater,2007,Rate,182.8,uhf201
Greenpoint,10 mcg/dL or greater,2007,Rate,19.9,uhf201
Greenpoint,10 mcg/dL or greater,2008,Rate,13.5,uhf201
Greenpoint,5 mcg/dL or greater,2013,Rate,73.6,uhf201
Greenpoint,10 mcg/dL or greater,2013,Rate,6.9,uhf201
Greenpoint,5 mcg/dL or greater,2012,Rate,80.9,uhf201
Greenpoint,10 mcg/dL or greater,2012,Rate,9.7,uhf201
Greenpoint,10 mcg/dL or greater,2011,Rate,10.6,uhf201
Greenpoint,5 mcg/dL or greater,2010,Rate,101.5,uhf201
Greenpoint,5 mcg/dL or greater,2011,Rate,104.9,uhf201
Greenpoint,5 mcg/dL or greater,2015,Rate,51,uhf201
Greenpoint,10 mcg/dL or greater,2015,Rate,6.6,uhf201
Greenpoint,5 mcg/dL or greater,2014,Rate,56.1,uhf201
Greenpoint,10 mcg/dL or greater,2014,Rate,5.6,uhf201
Greenpoint,10 mcg/dL or greater,2017,Rate,6.3,uhf201
Greenpoint,5 mcg/dL or greater,2016,Rate,51.9,uhf201
Greenpoint,10 mcg/dL or greater,2016,Rate,7,uhf201
Greenpoint,5 mcg/dL or greater,2017,Rate,45.4,uhf201
Greenpoint,5 mcg/dL or greater,2017,Number,179,uhf201
Greenpoint,5 mcg/dL or greater,2016,Number,216,uhf201
Greenpoint,10 mcg/dL or greater,2017,Number,25,uhf201
Greenpoint,10 mcg/dL or greater,2016,Number,29,uhf201
Greenpoint,5 mcg/dL or greater,2014,Number,229,uhf201
Greenpoint,10 mcg/dL or greater,2014,Number,23,uhf201
Greenpoint,10 mcg/dL or greater,2015,Number,28,uhf201
Greenpoint,5 mcg/dL or greater,2015,Number,215,uhf201
Greenpoint,5 mcg/dL or greater,2013,Number,329,uhf201
Greenpoint,10 mcg/dL or greater,2013,Number,31,uhf201
Greenpoint,5 mcg/dL or greater,2012,Number,394,uhf201
Greenpoint,5 mcg/dL or greater,2008,Number,657,uhf201
Greenpoint,10 mcg/dL or greater,2009,Number,72,uhf201
Greenpoint,5 mcg/dL or greater,2009,Number,597,uhf201
Greenpoint,10 mcg/dL or greater,2010,Number,59,uhf201
Greenpoint,5 mcg/dL or greater,2010,Number,519,uhf201
Greenpoint,10 mcg/dL or greater,2011,Number,53,uhf201
Greenpoint,5 mcg/dL or greater,2011,Number,526,uhf201
Greenpoint,10 mcg/dL or greater,2012,Number,47,uhf201
Greenpoint,5 mcg/dL or greater,2005,Number,869,uhf201
Greenpoint,10 mcg/dL or greater,2005,Number,71,uhf201
Greenpoint,5 mcg/dL or greater,2006,Number,786,uhf201
Greenpoint,10 mcg/dL or greater,2006,Number,78,uhf201
Greenpoint,5 mcg/dL or greater,2007,Number,864,uhf201
Greenpoint,10 mcg/dL or greater,2007,Number,94,uhf201
Greenpoint,10 mcg/dL or greater,2008,Number,64,uhf201
Downtown  - Heights - Slope,10 mcg/dL or greater,2008,Number,40,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2007,Number,58,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2007,Number,699,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2006,Number,74,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2006,Number,770,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2005,Number,84,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2005,Number,832,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2012,Number,25,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2011,Number,311,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2011,Number,31,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2010,Number,355,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2010,Number,49,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2009,Number,378,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2009,Number,33,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2008,Number,476,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2012,Number,217,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2013,Number,15,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2013,Number,159,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2015,Number,132,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2015,Number,22,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2014,Number,18,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2014,Number,144,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2016,Number,17,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2017,Number,19,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2016,Number,130,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2017,Number,87,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2017,Rate,12.7,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2016,Rate,2.4,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2016,Rate,18,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2017,Rate,2.8,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2014,Rate,2.4,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2014,Rate,19.5,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2015,Rate,2.9,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2015,Rate,17.2,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2011,Rate,37.5,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2010,Rate,43.5,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2011,Rate,3.7,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2012,Rate,3.3,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2012,Rate,28.4,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2013,Rate,2.1,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2013,Rate,21.9,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2008,Rate,5.7,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2007,Rate,8.7,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2007,Rate,105.1,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2008,Rate,67.3,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2009,Rate,4.4,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2009,Rate,50.5,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2010,Rate,6,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2005,Rate,12.9,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2005,Rate,127.4,uhf202
Downtown  - Heights - Slope,10 mcg/dL or greater,2006,Rate,11.3,uhf202
Downtown  - Heights - Slope,5 mcg/dL or greater,2006,Rate,117.2,uhf202
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2006,Rate,162.3,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2006,Rate,14.4,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2005,Rate,156.8,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2005,Rate,13.6,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2010,Rate,5.1,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2009,Rate,52.5,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2009,Rate,4.5,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2008,Rate,81,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2007,Rate,139.5,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2007,Rate,10.1,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2008,Rate,6.7,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2013,Rate,24.9,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2013,Rate,3.6,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2012,Rate,32.1,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2012,Rate,4.7,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2011,Rate,4.5,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2010,Rate,50,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2011,Rate,45.1,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2015,Rate,20.2,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2015,Rate,3.6,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2014,Rate,26.9,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2014,Rate,3.6,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2017,Rate,3.5,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2016,Rate,19.9,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2016,Rate,2.8,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2017,Rate,16.3,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2017,Number,196,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2016,Number,243,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2017,Number,42,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2016,Number,34,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2014,Number,368,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2014,Number,50,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2015,Number,47,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2015,Number,265,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2013,Number,357,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2013,Number,52,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2012,Number,477,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2008,Number,1237,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2009,Number,72,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2009,Number,834,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2010,Number,81,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2010,Number,801,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2011,Number,73,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2011,Number,727,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2012,Number,69,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2005,Number,2528,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2005,Number,220,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2006,Number,2442,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2006,Number,217,uhf203
Bedford Stuyvesant - Crown Heights,5 mcg/dL or greater,2007,Number,2132,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2007,Number,155,uhf203
Bedford Stuyvesant - Crown Heights,10 mcg/dL or greater,2008,Number,103,uhf203
East New York,10 mcg/dL or greater,2008,Number,68,uhf204
East New York,10 mcg/dL or greater,2007,Number,116,uhf204
East New York,5 mcg/dL or greater,2007,Number,1378,uhf204
East New York,10 mcg/dL or greater,2006,Number,167,uhf204
East New York,5 mcg/dL or greater,2006,Number,1595,uhf204
East New York,10 mcg/dL or greater,2005,Number,156,uhf204
East New York,5 mcg/dL or greater,2005,Number,1767,uhf204
East New York,10 mcg/dL or greater,2012,Number,25,uhf204
East New York,5 mcg/dL or greater,2011,Number,426,uhf204
East New York,10 mcg/dL or greater,2011,Number,49,uhf204
East New York,5 mcg/dL or greater,2010,Number,434,uhf204
East New York,10 mcg/dL or greater,2010,Number,50,uhf204
East New York,5 mcg/dL or greater,2009,Number,504,uhf204
East New York,10 mcg/dL or greater,2009,Number,57,uhf204
East New York,5 mcg/dL or greater,2008,Number,742,uhf204
East New York,5 mcg/dL or greater,2012,Number,279,uhf204
East New York,10 mcg/dL or greater,2013,Number,32,uhf204
East New York,5 mcg/dL or greater,2013,Number,239,uhf204
East New York,5 mcg/dL or greater,2015,Number,193,uhf204
East New York,10 mcg/dL or greater,2015,Number,41,uhf204
East New York,10 mcg/dL or greater,2014,Number,40,uhf204
East New York,5 mcg/dL or greater,2014,Number,220,uhf204
East New York,10 mcg/dL or greater,2016,Number,24,uhf204
East New York,10 mcg/dL or greater,2017,Number,25,uhf204
East New York,5 mcg/dL or greater,2016,Number,158,uhf204
East New York,5 mcg/dL or greater,2017,Number,129,uhf204
East New York,5 mcg/dL or greater,2017,Rate,13.5,uhf204
East New York,10 mcg/dL or greater,2016,Rate,2.5,uhf204
East New York,5 mcg/dL or greater,2016,Rate,16.3,uhf204
East New York,10 mcg/dL or greater,2017,Rate,2.6,uhf204
East New York,10 mcg/dL or greater,2014,Rate,3.9,uhf204
East New York,5 mcg/dL or greater,2014,Rate,21.6,uhf204
East New York,10 mcg/dL or greater,2015,Rate,4,uhf204
East New York,5 mcg/dL or greater,2015,Rate,18.8,uhf204
East New York,5 mcg/dL or greater,2011,Rate,38.2,uhf204
East New York,5 mcg/dL or greater,2010,Rate,38.8,uhf204
East New York,10 mcg/dL or greater,2011,Rate,4.4,uhf204
East New York,10 mcg/dL or greater,2012,Rate,2.4,uhf204
East New York,5 mcg/dL or greater,2012,Rate,26.4,uhf204
East New York,10 mcg/dL or greater,2013,Rate,3.1,uhf204
East New York,5 mcg/dL or greater,2013,Rate,23,uhf204
East New York,10 mcg/dL or greater,2008,Rate,6.3,uhf204
East New York,10 mcg/dL or greater,2007,Rate,10.9,uhf204
East New York,5 mcg/dL or greater,2007,Rate,128.9,uhf204
East New York,5 mcg/dL or greater,2008,Rate,68.5,uhf204
East New York,10 mcg/dL or greater,2009,Rate,5.1,uhf204
East New York,5 mcg/dL or greater,2009,Rate,45,uhf204
East New York,10 mcg/dL or greater,2010,Rate,4.5,uhf204
East New York,10 mcg/dL or greater,2005,Rate,14.5,uhf204
East New York,5 mcg/dL or greater,2005,Rate,163.8,uhf204
